polarity,text,Unnamed: 2
pos,anyway got ta go csi ny next asia memorize tyl see ya byeee,
pos,bexodus august resident,
pos,beezosoharlem good morning sir wonderful day,
pos,sciurusvulgaris like,
pos,good morning running late gon na honest nt give rat,
pos,ngrher im clear across room amp ignorance cut done pix soon,
pos,hey mileycyrus voted teen choise awardshope win thempleaase follow,
pos,laloquita hello always look pretty every photo,
pos,thisgoodlife depends coming summer sale dyed roving handspun also designing constant,
pos,new homegrown series live free stuff http bitlyrgw,
pos,mariahcarey h ca nt wait,
pos,gospel commute kirkfranklin life love next miss mass nt rapamazing grace,
pos,ladymaryann try mbma turf always go tony rom alabang town center,
pos,apostledavid yeah would agree,
pos,loving london although work experience boring today,
pos,okay done chatting coz im really tired already tomorrow one biggest day june love ninomiya,
pos,riversideboy thanks get around writing haha,
pos,sitting gym best friend love hinson,
pos,mrsalpert tv show attack show talk technology video game etc,
pos,magnt problem love new logo although google wave seems copied basterdized haha jk,
pos,ya boy boy dice hola world,
pos,jerrynugroho really reallllllyyyyy love telepopmusik max dah pokoknya http mylocmeb,
pos,looking forward seeing tonight http bitlyxjqw last one wa v funny hopefully good,
pos,mechanicalmind wagon nice day ryan,
pos,liquidblueeyes oh ok hook devin hot girl eventually k,
pos,peter always pleasure wonderful day,
pos,torynado thx checking blog got back beach time spent unplugged nice get back amp see ur reply,
pos,sosoulfull good think mode,
pos,geevongore hope lefthanded accomplished drawer,
pos,laceyloveriot hahaha quot monday quot every tuesday quot monday quot blah stay twitter swiff get work done support,
pos,alexdangerduran doe nt tyra look good svelt wa happpy wa nt sich fat whore anymore,
pos,pet peeve business people return validneedinfo phone call,
pos,jcanfield true every step every sign post universe delivers make worth ceeport,
pos,angieg wow according description jonjordan girl jondanny girl loved thanks sharing,
pos,fayebug oh still take care,
pos,playing latest build cause creating chaos,
pos,watching conf live watch http confcomwatch,
pos,love andrea amazing person world lt,
pos,im watching family guy playing new iphone sitting warm bed life good,
pos,thesephatcheekz going show sure little late though cuz work til going,
pos,mguhlin ohhh okay help later clapping success,
pos,love hubby scary sleep,
pos,madly since doe nt match year prove link evidence,
pos,justt woke gon na study day finish last minute homework got exam tomorrow eeekss,
pos,corolla yeah dodged big watery bullet wa spitting foam afterwards,
pos,pilky ok thanks,
pos,danielleherb yay cool looking forward getting know let start stopautodms trend,
pos,unfollowed bunch pple never updated nt interesting,
pos,ya probs never heard delicious remember back wa delicious yes w dot,
pos,got first b ball game day nigga make mad ima mothafuckin dunk bitchass,
pos,bored downloading new voice tomtom,
pos,catching nuff joke,
pos,back work ca nt wait get rn work couple mo yr jus travel,
pos,letsxplor compressor come go home castle,
pos,ellensmith yeah min ago nanna wa head going little sleepy,
pos,fucken ivisible man finally get rid shit,
pos,athenaparthenos haha think already done better job learning native speaker,
pos,new york new york,
pos,cincycore yes,
pos,cazp heya good dont go college tomorrow howsyours xxx,
pos,great workout today time relax michael scofield lincoln burrow,
pos,joblankenburg thank u expert advice appreciate much try next day,
pos,rosslarocco guess never got many notification phone except mail one app store fb wa like wtf,
pos,spend afternoon friend daysi,
pos,hello everyone good morning got clear w son yesterday around pm know kid resiliant bounced back day,
pos,chemistry nearly yes,
pos,looking handbook research computational art amp creative informatics chapter part,
pos,taitosaurus yeah make playlist easily,
pos,pulled muscle neck still watching wildlife cool breeze warm air life hell cant,
pos,jconley thanks msg john worry window window big deal em wa freaked fine sunny day today,
pos,msignorile doe mean never taking work,
pos,carlthompson working,
pos,jkkc alter ego several year long story,
pos,loveyoumoremj hiya,
pos,dezzychick yay welcome mac side love,
pos,dannygokey good morning,
pos,sepulchura err reboot methinks want forgetting,
pos,pinkelephantpun see stop looking pod,
pos,bloodwork came back today normal chick,
pos,markhillary mean kind rock song,
pos,ooh get see princess protection programme america,
pos,early taking kid summer camp,
pos,blantonious uhhh better thank heard sayin tweet video fewthen u thank,
pos,covergirl thata girl lol make sure take oodles pic amp vids see danny tell heart,
pos,madiyo wan na go beach,
pos,talking emma sam jb,
pos,fks still arya homie marcandre future offspring,
pos,ha run boyfriend chillaxin x,
pos,aletheakontis got hippie edit toss attack todaytonight,
pos,lmsouthgate right best bio hello kill,
pos,cassy watching telenovelas morning walked downstairs life amusing,
pos,jaygilmore okay thanks damn hacker amp spammer,
pos,barondavis incredible ur blessed,
pos,sarahintampa hey cute like twitter xbox,
pos,jempabiona wan na watch movie let watch,
pos,woke remedy blast towards good morning jog,
pos,fangsy jess excited,
pos,shyfx sending u recieveing tell,
pos,isiahmagic good job isiaaah michel come going partaaai bring jasper lol,
pos,geekgiant get early score parking spot right side another reason get early free beer run pm,
pos,listening coldplay piss greatcollapso,
pos,annakiss based netherlands still bucketlist trip uklondon think otherwise photogenic part,
pos,wollack american thing wa betting english profantwities would escape net think wa right,
pos,link website hope well,
pos,goodnighthaha said million timessorry gd nite,
pos,mimiparadise good morninnggg,
pos,faeriprincess dont worry abt plot life lived happily take care let ur hair n send funky feelin lair,
pos,decemberglow haha wa watching friend,
pos,need help song puberty lol haha dunno teacher asked either failing english,
pos,jenlogo thanks,
pos,xeyxey got ta say yes,
pos,alldw hey girl wassup back bit,
pos,http twitpiccomjia nt nephew cutest miss much,
pos,quot five morning quot jeremy lol highlight yelling sense guy,
pos,chris pinechris pinechris pinechris pine chris pine cuttest man ever seen,
pos,trexsandwich video pretty kid swearing,
pos,making brain,
pos,genewashere might able leave better safe sorry say http mylocmec,
pos,tiffychua funny twitter user called mikebear,
pos,watching regis kelly best buy buy lvatt http bitlyanffb,
pos,good morning everyone let great day,
pos,feel quite domesticated growing veg wish weeding garden wa nt tedious process,
pos,road home bunny ranch making stop starbucks,
pos,ssukhdeep dude forgetting devd song total amp awesomeness,
pos,aliyasking finished reading deal breaker piece upscale,
pos,got home http plurkcompdl,
pos,babysittttinggggalll day long hopefully getting jb album,
pos,thelotionqueen funny amp true glad wa era well may look utube vid theme songtotally head,
pos,realestatechick house different home,
pos,work wished wa outside enjoying gorgeous weather,
pos,coqui know shame know someone offisland receive price good pas,
pos,counting blessing wow long list,
pos,nataliexu go get one pc show really dun mind sim lim lor cuz affordable,
pos,chris yeah thats wot heard oh u watch think know episode practically heart comfort tv,
pos,dannyduke,
pos,tinkerbugx whatcha doin court girl u wild,
pos,danmerriweather mean agree say rosemary worse though taste like soap,
pos,gobullet eatin bagel coffee,
pos,wyelin groupie whoever ayu u ur kpop n whatnot haha pretty,
pos,thanks add eiram http plurkcompdl,
pos,seaofbeauty hell envy right,
pos,pink great always great little leather jacket wa hot gim,
pos,tweetaporsms sm,
pos,lisadamast nice hey know reporter,
pos,shayanveski shut yummychums time changing changing time fucking hard back worth,
pos,guess hear cry ppg pact worked x,
pos,pcia hihi already looked,
pos,snazzy,
pos,picking quinsucks sooo early,
pos,different psychology magazine well many mention,
pos,gon na see wot world twitter ha offer far looking bad,
pos,eazy day enjoy,
pos,famousfriends permeating entire floor complaining,
pos,say goodbye plurkers tcc ily http plurkcompdlp,
pos,kydsk thanks dude,
pos,slipknotmusic hey biggest fan quebec city sure wa show though fucking rule best,
pos,saw pirate carribean last night first time think must last person watch got ta love captain jack,
pos,eleanordanger christ first affordable half decent flat seen year new floor kitchen top pad,
pos,school run yes set watch im predictable even boring,
pos,wow found work coming second weight loss challenge lb lost,
pos,officialpeta peter thomas roth doe test animal written product asked,
pos,hello good morning new follower panic nation,
pos,angstmann know use bread make toast ha ha,
pos,jpalmiotti comic eventwellwritten comic like sixgun war,
pos,rachelbrooke love quoted rev run,
pos,good morning twitterland remember ca nt turn new leaf tree dead blessed,
pos,relieved donut shared dad cost point,
pos,iphone cherry ha popped live time keep ya updated stuff stay better contact,
pos,macfaceadore upright good fibro behaving hope stress level go stress good think happy thought,
pos,b written coz made progress part quot kid amp law attraction quot http bitlybvur minute read enjoy,
pos,tobyclick thank much,
pos,lsg quot rotation quot black album sorry best album http twtfm,
pos,life blessing cherish moment u live thank god another day,
pos,bcluxton ok good cause nt mean way sounded yea doubt ever either oh well,
pos,fraserspeirs thought easy shift,
pos,thanks sister everything,
pos,ukaycheung thanks much follow beautiful image visual artist well hope tweet soon,
pos,sooooooo freakin tired happy well exam done,
pos,dance recital stressing love every minute,
pos,alover went really well thanks really pleased,
pos,received special delivery doy mcchicken sandwich meal hehe,
pos,finished playing tr underworld,
pos,lovinghim thanks carebear,
pos,yeah best german class,
pos,bambilove could please explain using beer analogy,
pos,catnip hehe yep describe route minute detail le whatever character hill valley past bar etc,
pos,bad day surfing reading news webcomics still loading fine http plurkcompdlco,
pos,byyourside yes wa weird good,
pos,ditched membership promised also trimmed back landline svc iphone much affordable,
pos,timcad done,
pos,cant captain dont power name movie come easy one,
pos,baoki well rested,
pos,ready start day,
pos,taurusemv yes maam already happy birthday pac message,
pos,wow last night wa soooo hilarious much needed drunken night lol,
pos,hair appointmentt going blondeeee babbby,
pos,michellec wont sorry,
pos,salem yeah chech follower find,
pos,jessyrocks freaking aaaamazing,
pos,erinnnnx omgggggg amazing team ftsk way lt cant wait new jam,
pos,littlewideworld thanks look like site trevornick detail figured first ever tweetcamp,
pos,phatfatman hope enjoyed matter yesterday,
pos,awesoooome get album amaaaaaaaaazing love lt,
pos,way meeting discus important business wmy manager flew n,
pos,doctorfollowill ohitsboo see tonight love nt forget give shout alannah helena xxx,
